,author,url,date,rating,review,year,review_length,scores,compound_scores,labels
4905,wardwil,https://www.imdb.com/review/rw6079646/?ref_=tt_urv,2020-09-09,2.0,Too much,2020,8,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4906,mayshahan,https://www.imdb.com/review/rw6353332/?ref_=tt_urv,2020-12-10,10.0,"The more you watch, The more you get into it",2020,44,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4907,rabone,https://www.imdb.com/review/rw6883429/?ref_=tt_urv,2021-05-05,1.0,Horrible,2021,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
4908,abhinavratna,https://www.imdb.com/review/rw6449945/?ref_=tt_urv,2021-01-06,10.0,Amazed but confused,2021,19,"{'neg': 0.488, 'neu': 0.165, 'pos': 0.347, 'compound': -0.2144}",-0.2144,negative
4909,mahmoudfrodo,https://www.imdb.com/review/rw6081489/?ref_=tt_urv,2020-09-10,7.0,Take it easy Nolan!,2020,19,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4926}",0.4926,positive
4910,andreicatabay,https://www.imdb.com/review/rw7358746/?ref_=tt_urv,2021-09-19,9.0,As Christopher Nolan fan you need more IQ to understand of his classic things,2021,77,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.3182,positive
4911,yaragjames,https://www.imdb.com/review/rw6029348/?ref_=tt_urv,2020-08-26,9.0,Entertaining,2020,12,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
4912,alok,https://www.imdb.com/review/rw6352201/?ref_=tt_urv,2020-12-10,10.0,Concept is for future audience.,2020,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4913,rkantor,https://www.imdb.com/review/rw6373877/?ref_=tt_urv,2020-12-17,10.0,Another Masterpiece From Nolan!!,2020,32,"{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.6892}",0.6892,positive
4914,christianlotilla,https://www.imdb.com/review/rw6329260/?ref_=tt_urv,2020-12-02,10.0,Christopher Nolan is a genius,2020,29,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4915,devilshaz,https://www.imdb.com/review/rw6362943/?ref_=tt_urv,2020-12-13,10.0,Mind blowing,2020,12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4916,annearchou,https://www.imdb.com/review/rw6521007/?ref_=tt_urv,2021-01-24,10.0,Amazing film,2021,12,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,positive
4917,mariosimonovic,https://www.imdb.com/review/rw6319073/?ref_=tt_urv,2020-11-28,9.0,something new,2020,13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4918,viswanathsomu,https://www.imdb.com/review/rw6358076/?ref_=tt_urv,2020-12-12,8.0,An Amazing Reverse entropic experience !,2020,40,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6239}",0.6239,positive
4919,mgoldberg,https://www.imdb.com/review/rw6052079/?ref_=tt_urv,2020-09-01,9.0,Has Potential yet flawed,2020,24,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4920,albindalbert,https://www.imdb.com/review/rw6036984/?ref_=tt_urv,2020-08-28,8.0,Nolan did it again,2020,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4921,valerider,https://www.imdb.com/review/rw6824902/?ref_=tt_urv,2021-04-18,8.0,A piece of anti-art by Nolan,2021,28,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4922,stevebrownabacus,https://www.imdb.com/review/rw6387295/?ref_=tt_urv,2020-12-21,5.0,A bit of an anti-climax,2020,23,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4923,gholamiahmad,https://www.imdb.com/review/rw6360129/?ref_=tt_urv,2020-12-12,9.0,Great !,2020,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6588}",0.6588,positive
4924,giordanavicenzo,https://www.imdb.com/review/rw6331634/?ref_=tt_urv,2020-12-03,10.0,If you wanna think...the best movie ever,2020,40,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,positive
4925,micaelapelhede,https://www.imdb.com/review/rw6379345/?ref_=tt_urv,2020-12-19,2.0,Just doesn't work,2020,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4926,trex,https://www.imdb.com/review/rw6092498/?ref_=tt_urv,2020-09-13,10.0,Best action film ever made,2020,26,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,positive
4927,a_vak,https://www.imdb.com/review/rw6467152/?ref_=tt_urv,2021-01-12,1.0,pathetic,2021,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",-0.5719,negative
4928,olisteppe,https://www.imdb.com/review/rw6364176/?ref_=tt_urv,2020-12-14,10.0,"If you don't understand it, don't review like it's the movies fault.",2020,68,"{'neg': 0.325, 'neu': 0.675, 'pos': 0.0, 'compound': -0.5873}",-0.5873,negative
4929,olivernicholas,https://www.imdb.com/review/rw6414264/?ref_=tt_urv,2020-12-28,8.0,Mind bogglingly good,2020,20,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
4930,talmagejones,https://www.imdb.com/review/rw6061990/?ref_=tt_urv,2020-09-04,10.0,Mind Bending.,2020,13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4931,johnny_rlc,https://www.imdb.com/review/rw6651896/?ref_=tt_urv,2021-03-02,1.0,Pretended to be a science fiction.,2021,34,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4932,rjaaru,https://www.imdb.com/review/rw6348990/?ref_=tt_urv,2020-12-08,9.0,Mind Blowing!,2020,13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4933,rtan_cn,https://www.imdb.com/review/rw6093337/?ref_=tt_urv,2020-09-14,7.0,Scientific vs. Logic... Sound effect...,2020,39,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4934,upnebxn,https://www.imdb.com/review/rw6512786/?ref_=tt_urv,2021-01-22,10.0,ONE OF THE BEST,2021,15,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,positive
4935,abdoullahsardi,https://www.imdb.com/review/rw6032312/?ref_=tt_urv,2020-08-27,8.0,James Bond by Nolan,2020,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4936,aeiij,https://www.imdb.com/review/rw6354116/?ref_=tt_urv,2020-12-10,7.0,just feel it...,2020,15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4937,juanpablorosales,https://www.imdb.com/review/rw6455218/?ref_=tt_urv,2021-01-08,10.0,Nolan being Nolan,2021,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4938,proactivityot,https://www.imdb.com/review/rw6049472/?ref_=tt_urv,2020-08-31,7.0,RUNNING COMMENTARY REQUIRED,2020,27,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4939,dadadhamdhere,https://www.imdb.com/review/rw6345082/?ref_=tt_urv,2020-12-07,10.0,Nolan's MASTERPIECE,2020,19,"{'neg': 0.0, 'neu': 0.171, 'pos': 0.829, 'compound': 0.7034}",0.7034,positive
4940,shankardass,https://www.imdb.com/review/rw6355045/?ref_=tt_urv,2020-12-11,8.0,Mr. Nolan! anti gravity should be there,2020,39,"{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3802}",-0.3802,negative
4941,iry,https://www.imdb.com/review/rw6495638/?ref_=tt_urv,2021-01-17,9.0,"Great movie, needs absolute attention",2021,37,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,positive
4942,Ed_,https://www.imdb.com/review/rw6408796/?ref_=tt_urv,2020-12-27,7.0,Ahhhhh,2020,6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4943,mansooryamani,https://www.imdb.com/review/rw6325659/?ref_=tt_urv,2020-11-30,10.0,Movie beyond imagination and shows the capability of the director.,2020,66,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4944,csands,https://www.imdb.com/review/rw6433160/?ref_=tt_urv,2021-01-02,10.0,"If you need everything spelled out, this film is not for you.",2021,61,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4945,vishalrajput,https://www.imdb.com/review/rw6435335/?ref_=tt_urv,2021-01-02,10.0,Simply masterpiece.,2021,19,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
4946,adereviews,https://www.imdb.com/review/rw6765919/?ref_=tt_urv,2021-04-01,6.0,too much to think about,2021,23,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4947,oliverreynolds,https://www.imdb.com/review/rw6496341/?ref_=tt_urv,2021-01-17,5.0,Disney's 'Soul' is more believable than this!,2021,45,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4948,bkeivan,https://www.imdb.com/review/rw6510954/?ref_=tt_urv,2021-01-21,10.0,Begining Of a New Era,2021,21,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4949,martinipetrov,https://www.imdb.com/review/rw6319432/?ref_=tt_urv,2020-11-28,10.0,Masterclass,2020,11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4950,Supaasties,https://www.imdb.com/review/rw6327065/?ref_=tt_urv,2020-12-01,10.0,Christopher Nolan has done it again,2020,35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4951,markborgerson,https://www.imdb.com/review/rw6054055/?ref_=tt_urv,2020-09-01,10.0,Once I got it...it was awesome,2020,30,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,positive
4952,ramvaibhav,https://www.imdb.com/review/rw6338666/?ref_=tt_urv,2020-12-05,10.0,It's master pics of nolan.,2020,26,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4953,dizeaze,https://www.imdb.com/review/rw6643714/?ref_=tt_urv,2021-02-27,9.0,Great movie,2021,11,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
4954,alikhatami,https://www.imdb.com/review/rw6338294/?ref_=tt_urv,2020-12-05,9.0,Doog,2020,4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4955,tvonthewest,https://www.imdb.com/review/rw6043329/?ref_=tt_urv,2020-08-30,8.0,Great movie,2020,11,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
4956,criisthian,https://www.imdb.com/review/rw6696741/?ref_=tt_urv,2021-03-15,6.0,"Baseado em meus critérios: 6,5",2021,30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4957,sanderv,https://www.imdb.com/review/rw6050274/?ref_=tt_urv,2020-08-31,10.0,Absolutely MINDBLOWING!,2020,23,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4958,fuzailt,https://www.imdb.com/review/rw6037948/?ref_=tt_urv,2020-08-29,8.0,Great action movie and a technical masterpiece but lacks substance,2020,66,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.6249}",0.6249,positive
4959,dsidestx,https://www.imdb.com/review/rw6067423/?ref_=tt_urv,2020-09-06,6.0,Disappoint,2020,10,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
4960,sokhiengtim,https://www.imdb.com/review/rw7305730/?ref_=tt_urv,2021-09-04,7.0,confused,2021,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
4961,tonyluu,https://www.imdb.com/review/rw6067680/?ref_=tt_urv,2020-09-06,2.0,Poorly explained movie leaves you with a headache along with heartache,2020,70,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4962,mnangagwacapitalz,https://www.imdb.com/review/rw6690755/?ref_=tt_urv,2021-03-13,1.0,terrible,2021,8,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
4963,ValValchev,https://www.imdb.com/review/rw6049494/?ref_=tt_urv,2020-08-31,10.0,Is it that the movie has a great story?,2020,39,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,positive
4964,hakro,https://www.imdb.com/review/rw6735383/?ref_=tt_urv,2021-03-23,6.0,Visually stunning but..,2021,23,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.3818}",0.3818,positive
4965,ayushpareek,https://www.imdb.com/review/rw6326839/?ref_=tt_urv,2020-12-01,10.0,Super amazing . Mind bending tale.,2020,34,"{'neg': 0.0, 'neu': 0.28, 'pos': 0.72, 'compound': 0.8271}",0.8271,positive
4966,kpveng,https://www.imdb.com/review/rw6826215/?ref_=tt_urv,2021-04-18,9.0,Did not understand it. But I am giving this 9/10 after watching it for the 2nd time and after understanding next year,2021,117,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4767}",0.4767,positive
4967,srujanbabu,https://www.imdb.com/review/rw6552221/?ref_=tt_urv,2021-02-01,10.0,Need to watch at least twice.,2021,29,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4968,freakalishish,https://www.imdb.com/review/rw6063512/?ref_=tt_urv,2020-09-05,9.0,Don't Hate if You can't Keep Up,2020,31,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4585}",0.4585,positive
4969,rabiakh,https://www.imdb.com/review/rw7539509/?ref_=tt_urv,2021-11-12,9.0,Force yourself to watch it twice,2021,32,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4970,antoinemo,https://www.imdb.com/review/rw6900060/?ref_=tt_urv,2021-05-10,8.0,Great film,2021,10,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive
4971,wideboygeorge,https://www.imdb.com/review/rw6038864/?ref_=tt_urv,2020-08-29,8.0,"Great movie, Oscar bound.",2020,25,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",0.6249,positive
4972,dillonc,https://www.imdb.com/review/rw6053099/?ref_=tt_urv,2020-09-01,10.0,This is probably one of the most complex movies ever made,2020,57,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4973,melim,https://www.imdb.com/review/rw6459758/?ref_=tt_urv,2021-01-10,9.0,Best original sci-fi concept I've seen in a while!!,2021,51,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.7955}",0.7955,positive
4974,nicdepriest,https://www.imdb.com/review/rw7025215/?ref_=tt_urv,2021-06-13,4.0,Lead had no personality,2021,23,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
4975,jadennsivakumar,https://www.imdb.com/review/rw6515350/?ref_=tt_urv,2021-01-22,7.0,Not sure how to explain...,2021,26,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.2411}",-0.2411,negative
4976,aevvaeex,https://www.imdb.com/review/rw7035997/?ref_=tt_urv,2021-06-16,10.0,Good,2021,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
4977,serrachi,https://www.imdb.com/review/rw6433103/?ref_=tt_urv,2021-01-01,7.0,Good but,2021,8,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.2382}",0.2382,positive
4978,fmasalawala,https://www.imdb.com/review/rw6324902/?ref_=tt_urv,2020-11-30,8.0,Distinct,2020,8,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4979,snahashiskanrar,https://www.imdb.com/review/rw7068539/?ref_=tt_urv,2021-06-27,9.0,THIS MOVIE REWARDS YOU FOR SEEING IT AGAING.,2021,44,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}",0.4767,positive
4980,daotienhoang,https://www.imdb.com/review/rw6052488/?ref_=tt_urv,2020-09-01,10.0,A feast for your eyes and your mind,2020,35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4981,mgceyqkf,https://www.imdb.com/review/rw7254063/?ref_=tt_urv,2021-08-21,10.0,I've never felt so dumb. But wow.,2021,33,"{'neg': 0.198, 'neu': 0.378, 'pos': 0.423, 'compound': 0.6092}",0.6092,positive
4982,zebastian,https://www.imdb.com/review/rw7601761/?ref_=tt_urv,2021-11-30,6.0,Interesting idea but...,2021,23,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,positive
4983,aavindraa,https://www.imdb.com/review/rw6451341/?ref_=tt_urv,2021-01-07,10.0,The Matrix for a new generation,2021,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4984,Marcio,https://www.imdb.com/review/rw6535400/?ref_=tt_urv,2021-01-28,10.0,One of the best Movies ever made,2021,32,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,positive
4985,surajitbanik,https://www.imdb.com/review/rw6391709/?ref_=tt_urv,2020-12-23,2.0,fullly confused,2020,15,"{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
4986,alibabaeex,https://www.imdb.com/review/rw6351131/?ref_=tt_urv,2020-12-09,10.0,Mind blowing,2020,12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4987,asadulbmb,https://www.imdb.com/review/rw6047953/?ref_=tt_urv,2020-08-30,10.0,Watch it more than once,2020,23,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4988,bernicecol,https://www.imdb.com/review/rw7537929/?ref_=tt_urv,2021-11-11,10.0,Great movie!,2021,12,"{'neg': 0.0, 'neu': 0.185, 'pos': 0.815, 'compound': 0.6588}",0.6588,positive
4989,awadksa,https://www.imdb.com/review/rw6031018/?ref_=tt_urv,2020-08-27,9.0,Simply Best movie,2020,17,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,positive
4990,michal,https://www.imdb.com/review/rw6045503/?ref_=tt_urv,2020-08-30,10.0,What a great movie!,2020,19,"{'neg': 0.0, 'neu': 0.313, 'pos': 0.687, 'compound': 0.6588}",0.6588,positive
4991,noreenbenford,https://www.imdb.com/review/rw6897887/?ref_=tt_urv,2021-05-09,1.0,Too much effort to watch,2021,24,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4992,mandef,https://www.imdb.com/review/rw6333764/?ref_=tt_urv,2020-12-03,10.0,The movie is the world masterpeice... As we all expected from nolen... The empire of Hollywood movies. The one and only fault in the movie i saw is the apsence of hanzimmer..,2020,174,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
4993,MatinRezaie_Shadow,https://www.imdb.com/review/rw6541142/?ref_=tt_urv,2021-01-29,8.0,Overwhelming complicated story that might confuse the audience,2021,62,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative
4994,sdpsavvy,https://www.imdb.com/review/rw6044492/?ref_=tt_urv,2020-08-30,10.0,More Complicated than Inception,2020,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
4995,ClaudCopter,https://www.imdb.com/review/rw6204148/?ref_=tt_urv,2020-10-25,7.0,A crime if you dont see this in a theater,2020,41,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
4996,sumitbhutto,https://www.imdb.com/review/rw6336335/?ref_=tt_urv,2020-12-04,10.0,"Just go for it,its one level up, really want a Sequel if possible it would smash .really awesome",2020,96,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.7172}",0.7172,positive
4997,lovrorozman,https://www.imdb.com/review/rw6495866/?ref_=tt_urv,2021-01-17,4.0,No head no tail,2021,15,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
4998,daniomathe,https://www.imdb.com/review/rw6324926/?ref_=tt_urv,2020-11-30,10.0,Outstanding,2020,11,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6124}",0.6124,positive
4999,prasannaummaneni,https://www.imdb.com/review/rw6344184/?ref_=tt_urv,2020-12-07,9.0,COONFISING BUT ENGAGING,2020,23,"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.4767}",0.4767,positive
5000,doomguyslays,https://www.imdb.com/review/rw6320608/?ref_=tt_urv,2020-11-29,10.0,Nolan's Technical Brilliance Shines,2020,35,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.5994}",0.5994,positive
5001,natashapartridgebusiness,https://www.imdb.com/review/rw6361972/?ref_=tt_urv,2020-12-13,8.0,Must Watch,2020,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5002,giacomocain,https://www.imdb.com/review/rw6524076/?ref_=tt_urv,2021-01-25,9.0,"confusing, yet understandable",2021,29,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative
5003,tahir_tqm,https://www.imdb.com/review/rw6478337/?ref_=tt_urv,2021-01-15,2.0,Useless plot,2021,12,"{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
5004,artishumana,https://www.imdb.com/review/rw6380403/?ref_=tt_urv,2020-12-19,1.0,Bad bad,2020,7,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7906}",-0.7906,negative
5005,joseph_mcintosh,https://www.imdb.com/review/rw6382379/?ref_=tt_urv,2020-12-20,8.0,Edge of your seat suspense... but confusing,2020,43,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.3291}",-0.3291,negative
5006,osamabhandari,https://www.imdb.com/review/rw6398435/?ref_=tt_urv,2020-12-25,10.0,If movies were director tenet would be nolan,2020,44,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5007,omidmohajerin,https://www.imdb.com/review/rw6330287/?ref_=tt_urv,2020-12-02,4.0,Awful,2020,5,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",-0.4588,negative
5008,iscobartolomeo,https://www.imdb.com/review/rw6034958/?ref_=tt_urv,2020-08-28,8.0,Tenet,2020,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5009,lonelysouul,https://www.imdb.com/review/rw6056006/?ref_=tt_urv,2020-09-02,9.0,Astounding,2020,10,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
5010,ramrajcool,https://www.imdb.com/review/rw6734790/?ref_=tt_urv,2021-03-23,10.0,Nolan at his Best,2021,17,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,positive
5011,shikster,https://www.imdb.com/review/rw6469123/?ref_=tt_urv,2021-01-12,10.0,Thriller!,2021,9,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1759}",0.1759,positive
5012,slgbiplabsaha,https://www.imdb.com/review/rw6472760/?ref_=tt_urv,2021-01-13,7.0,Inner feelings 😉,2021,16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5013,mg_fouad,https://www.imdb.com/review/rw6475372/?ref_=tt_urv,2021-01-14,8.0,Fun but incomprehensible,2021,24,"{'neg': 0.0, 'neu': 0.482, 'pos': 0.518, 'compound': 0.2846}",0.2846,positive
5014,ky,https://www.imdb.com/review/rw6490174/?ref_=tt_urv,2021-01-16,6.0,Not easy to understand,2021,22,"{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}",-0.3412,negative
5015,sjc,https://www.imdb.com/review/rw7335950/?ref_=tt_urv,2021-09-12,8.0,"Fantastic ""spin"" on war",2021,23,"{'neg': 0.411, 'neu': 0.211, 'pos': 0.379, 'compound': -0.0772}",-0.0772,negative
5016,oliversay,https://www.imdb.com/review/rw6727749/?ref_=tt_urv,2021-03-21,1.0,Man this film is confusing,2021,26,"{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative
5017,anuragkushwaha,https://www.imdb.com/review/rw6908387/?ref_=tt_urv,2021-05-13,9.0,Good movie,2021,10,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
5018,ryanphillips,https://www.imdb.com/review/rw6872692/?ref_=tt_urv,2021-05-02,9.0,Another iconic Nolan creation,2021,29,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.2732}",0.2732,positive
5019,usjustice,https://www.imdb.com/review/rw6874676/?ref_=tt_urv,2021-05-03,6.0,Intentionally Obtuse,2021,20,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5020,bradleymacintosh,https://www.imdb.com/review/rw6899985/?ref_=tt_urv,2021-05-10,6.0,Average,2021,7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
5021,mike,https://www.imdb.com/review/rw6036561/?ref_=tt_urv,2020-08-28,7.0,Not Nolan's best,2020,16,"{'neg': 0.627, 'neu': 0.373, 'pos': 0.0, 'compound': -0.5216}",-0.5216,negative
5022,soewaiyan,https://www.imdb.com/review/rw6989385/?ref_=tt_urv,2021-06-01,10.0,You will love this movie as soon as you understand the movie,2021,60,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,positive
5023,dereknunnelley,https://www.imdb.com/review/rw6400262/?ref_=tt_urv,2020-12-25,10.0,Must watch twice!!,2020,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
