,author,url,date,rating,review
3662,julianoexterior-85540,https://www.imdb.com/review/rw6344335/?ref_=tt_urv,7 December 2020,1,"Bad movie, Good Director"
3663,apalaceview,https://www.imdb.com/review/rw6068464/?ref_=tt_urv,6 September 2020,1,I have no idea what went on
3664,Brandon-22-686749,https://www.imdb.com/review/rw6385936/?ref_=tt_urv,21 December 2020,6,The lead was laughably horrible
3665,margieoxley,https://www.imdb.com/review/rw6044222/?ref_=tt_urv,30 August 2020,10,Intriguing
3666,claranishida,https://www.imdb.com/review/rw6147809/?ref_=tt_urv,4 October 2020,5,What?
3667,dtolu-63910,https://www.imdb.com/review/rw6090447/?ref_=tt_urv,13 September 2020,9,Mind blowing
3668,nicolapaterson-86563,https://www.imdb.com/review/rw6342142/?ref_=tt_urv,6 December 2020,3,Disappointing
3669,Lee-Schloss,https://www.imdb.com/review/rw8282344/?ref_=tt_urv,28 June 2022,10,"If possible, watch this WITH SUBTITLES"
3670,mwrinkle1,https://www.imdb.com/review/rw6382408/?ref_=tt_urv,20 December 2020,5,Wanted to like this...
3671,jcsallows,https://www.imdb.com/review/rw8125545/?ref_=tt_urv,8 May 2022,8,"Great story, action and characters but lacks in editing and pacing"
3672,citizenpires,https://www.imdb.com/review/rw6319635/?ref_=tt_urv,29 November 2020,1,It might reveal some substance if watched backwards.
3673,dhanisingh-40445,https://www.imdb.com/review/rw6581079/?ref_=tt_urv,9 February 2021,6,Complicated.....worth the watch
3674,j889,https://www.imdb.com/review/rw7383985/?ref_=tt_urv,26 September 2021,5,Robert Pattinson's Performance Prompted Me to Write Review
3675,gianlucapiras,https://www.imdb.com/review/rw7243329/?ref_=tt_urv,19 August 2021,10,"Don't try to understand it, enjoy it"
3676,a-sykes9,https://www.imdb.com/review/rw7154256/?ref_=tt_urv,23 July 2021,3,Bad directing
3677,oyemeto,https://www.imdb.com/review/rw6515136/?ref_=tt_urv,22 January 2021,1,Don't watch
3678,oceansd021,https://www.imdb.com/review/rw7131547/?ref_=tt_urv,17 July 2021,8,The lead was not right for the part.
3679,kevinbrown-2,https://www.imdb.com/review/rw8058069/?ref_=tt_urv,14 April 2022,10,Fantastic movie
3680,niclasmatcha,https://www.imdb.com/review/rw6070593/?ref_=tt_urv,6 September 2020,3,Watched two times.
3681,mohammedsalehali99,https://www.imdb.com/review/rw6356543/?ref_=tt_urv,11 December 2020,8,Confusing Masterpiece.
3682,eldridgekk,https://www.imdb.com/review/rw6498567/?ref_=tt_urv,18 January 2021,1,Huh?
3683,tuomasvilhelmtoivonen,https://www.imdb.com/review/rw6029440/?ref_=tt_urv,26 August 2020,3,Inconsistent piece of garbage
3684,garza-ben,https://www.imdb.com/review/rw6264277/?ref_=tt_urv,13 November 2020,3,Nolan knew about the bad audio. We are the suckers!
3685,Loofa00,https://www.imdb.com/review/rw6463474/?ref_=tt_urv,11 January 2021,10,"Easily earns 10+ stars, top 10 ranking"
3686,horatius123,https://www.imdb.com/review/rw6067783/?ref_=tt_urv,6 September 2020,8,"Makes ""Pi"" look like a high school project."
3687,rhstylianou,https://www.imdb.com/review/rw6327971/?ref_=tt_urv,1 December 2020,1,Going back to uni for a PhD in physics
3688,halomaniac88,https://www.imdb.com/review/rw6323571/?ref_=tt_urv,30 November 2020,7,Pretentious convoluted Mess
3689,Kjsaftner,https://www.imdb.com/review/rw6529029/?ref_=tt_urv,26 January 2021,6,Great movie. I hated it.
3690,msanford-88689,https://www.imdb.com/review/rw6032442/?ref_=tt_urv,27 August 2020,3,Forgettable
3691,crmorgan6,https://www.imdb.com/review/rw6955847/?ref_=tt_urv,23 May 2021,,"Poor lead acting, incoherent story"
3692,coralle,https://www.imdb.com/review/rw6032492/?ref_=tt_urv,27 August 2020,9,Like tornado.
3693,whats_shaken_22,https://www.imdb.com/review/rw6031813/?ref_=tt_urv,27 August 2020,9,Tenet or Tenet
3694,omarsimo-25794,https://www.imdb.com/review/rw6114207/?ref_=tt_urv,21 September 2020,10,Mind blowing
3695,tailahjbash,https://www.imdb.com/review/rw6060382/?ref_=tt_urv,4 September 2020,1,This movie literally made no sense
3696,luccafmascaro,https://www.imdb.com/review/rw6188113/?ref_=tt_urv,19 October 2020,10,Tenet
3697,diffguy,https://www.imdb.com/review/rw6051976/?ref_=tt_urv,1 September 2020,9,Worth risking coronavirus
3698,godisforus,https://www.imdb.com/review/rw6148907/?ref_=tt_urv,5 October 2020,2,Don't waste your time or money.
3699,cortezcristian-53670,https://www.imdb.com/review/rw6463623/?ref_=tt_urv,11 January 2021,1,"Slow, Long, Obvious, Inconsistent, and Disappointing"
3700,sjoerdgbkoster,https://www.imdb.com/review/rw6084376/?ref_=tt_urv,11 September 2020,3,"Great special effects, terrible story"
3701,jasmineevers,https://www.imdb.com/review/rw6112795/?ref_=tt_urv,21 September 2020,9,Another amazing Nolan movie
3702,sarah-ameera1993,https://www.imdb.com/review/rw6443154/?ref_=tt_urv,4 January 2021,10,Whoever didn't give this movie 10/10 simply didn't get it
3703,domingoburgos,https://www.imdb.com/review/rw6498184/?ref_=tt_urv,18 January 2021,4,Where is Hans Zimmer
3704,joe_jr,https://www.imdb.com/review/rw8178288/?ref_=tt_urv,27 May 2022,8,One of Nolans Overambitious Films.
3705,reservoir_cats_1989,https://www.imdb.com/review/rw6467021/?ref_=tt_urv,12 January 2021,3,How many times do you have to see the movie to get it?
3706,BrianRFuller620,https://www.imdb.com/review/rw6794960/?ref_=tt_urv,9 April 2021,10,Severely under appreciated
3707,janreinacher,https://www.imdb.com/review/rw6908156/?ref_=tt_urv,13 May 2021,5,The big meh
3708,sachin-73003,https://www.imdb.com/review/rw6990146/?ref_=tt_urv,1 June 2021,6,NOLANISMS(Very Mild Spoilers)
3709,mstechnologylearning,https://www.imdb.com/review/rw6056495/?ref_=tt_urv,2 September 2020,1,Its a movie that's it.
3710,terrazygotes-30881,https://www.imdb.com/review/rw6900240/?ref_=tt_urv,10 May 2021,,"""Diversity"" BOND"
3711,barry-13318,https://www.imdb.com/review/rw6408404/?ref_=tt_urv,27 December 2020,2,What?!
3712,lee-96696,https://www.imdb.com/review/rw6648418/?ref_=tt_urv,1 March 2021,5,Beyond Confusing
3713,keith-weihs75,https://www.imdb.com/review/rw6093846/?ref_=tt_urv,14 September 2020,3,Wow what a mix up of theory visually stunning effects
3714,dora-04925,https://www.imdb.com/review/rw6219286/?ref_=tt_urv,30 October 2020,2,What???
3715,TheFilmFreak1,https://www.imdb.com/review/rw6337239/?ref_=tt_urv,4 December 2020,6,Sixis out of Tenet
3716,frobert-34303,https://www.imdb.com/review/rw6321956/?ref_=tt_urv,29 November 2020,5,"Sound terrible, incomprehensible plot"
3717,zethcarn,https://www.imdb.com/review/rw6263679/?ref_=tt_urv,12 November 2020,1,Sound
3718,harimarvel,https://www.imdb.com/review/rw6520704/?ref_=tt_urv,24 January 2021,6,Confused
3719,Done1517,https://www.imdb.com/review/rw6055714/?ref_=tt_urv,2 September 2020,8,A cinematic experience.
3720,katemilos13,https://www.imdb.com/review/rw7661716/?ref_=tt_urv,19 December 2021,,"No one can give me back those 2,5 hours of my life!"
3721,ChiefJoboo,https://www.imdb.com/review/rw6877581/?ref_=tt_urv,3 May 2021,9,"A mind-bending, non-linear puzzle that requires multiple watches to fully understand and appreciate."
3722,slofat,https://www.imdb.com/review/rw6349982/?ref_=tt_urv,9 December 2020,1,Junk
3723,hugues-talbot,https://www.imdb.com/review/rw7314078/?ref_=tt_urv,6 September 2021,8,"Good SF thriller, unusual storyline, bit gimmicky"
3724,leonedosjhonn,https://www.imdb.com/review/rw7627160/?ref_=tt_urv,8 December 2021,7,"I mean, it's fine? Entertaining"
3725,rogerlbeasley,https://www.imdb.com/review/rw6546310/?ref_=tt_urv,31 January 2021,4,Expected More
3726,vdmascarenhas,https://www.imdb.com/review/rw8416229/?ref_=tt_urv,8 August 2022,6,Definitely worst Nolan film to date
3727,alessio-j-orlandi3,https://www.imdb.com/review/rw6043205/?ref_=tt_urv,29 August 2020,9,The perfect mix
3728,praveshmalik,https://www.imdb.com/review/rw6451224/?ref_=tt_urv,7 January 2021,1,I tried but failed to understand this nonsense
3729,katzak,https://www.imdb.com/review/rw6340185/?ref_=tt_urv,5 December 2020,4,Don't waste your evening like i did.
3730,lidocena,https://www.imdb.com/review/rw6523779/?ref_=tt_urv,25 January 2021,10,Best movie ever
3731,ismaeel-62839,https://www.imdb.com/review/rw7187851/?ref_=tt_urv,2 August 2021,9,It's good man
3732,farooqahmed-57924,https://www.imdb.com/review/rw6388956/?ref_=tt_urv,22 December 2020,10,TENET ahead of its time
3733,skeeboe_com,https://www.imdb.com/review/rw6328713/?ref_=tt_urv,2 December 2020,2,Convoluted movie with crippled actors
3734,ekimmichael,https://www.imdb.com/review/rw7095688/?ref_=tt_urv,6 July 2021,7,Pure Nolan
3735,iizjfkt,https://www.imdb.com/review/rw6854304/?ref_=tt_urv,27 April 2021,7,Watch it twice
3736,frankcnewman,https://www.imdb.com/review/rw6096579/?ref_=tt_urv,15 September 2020,4,"Lots of action, never got the plot"
3737,redbaron-86192,https://www.imdb.com/review/rw6403162/?ref_=tt_urv,26 December 2020,7,"Watch again, with subtitles"
3738,chazzdoover,https://www.imdb.com/review/rw6189118/?ref_=tt_urv,19 October 2020,6,Confusing
3739,dexterjoewood,https://www.imdb.com/review/rw6036311/?ref_=tt_urv,28 August 2020,7,Not a masterpiece but a lot of fun!
3740,anuadirajput,https://www.imdb.com/review/rw6345800/?ref_=tt_urv,7 December 2020,10,NOT FOR THE DUMB !
3741,snadertje,https://www.imdb.com/review/rw6534172/?ref_=tt_urv,27 January 2021,6,"Nice movie, without the fun."
3742,BoshArrow,https://www.imdb.com/review/rw7509290/?ref_=tt_urv,4 November 2021,8,A better spy thriller than most Bond movies
3743,Ashraile,https://www.imdb.com/review/rw7351138/?ref_=tt_urv,16 September 2021,8,"Necessary to watch twice, preferably with subtitles. Original Review 28/8/2020"
3744,martah-50153,https://www.imdb.com/review/rw7664890/?ref_=tt_urv,20 December 2021,4,Not good
3745,rsashik,https://www.imdb.com/review/rw6060254/?ref_=tt_urv,4 September 2020,9,"If you liked Dark (Netflix), u will love this!"
3746,vhyacpst,https://www.imdb.com/review/rw6353928/?ref_=tt_urv,10 December 2020,1,Pretty awful
3747,REDLINE0007,https://www.imdb.com/review/rw6421284/?ref_=tt_urv,29 December 2020,10,SIMPLY UNBELIVABLE!!!
3748,Funkenspalter,https://www.imdb.com/review/rw6345019/?ref_=tt_urv,7 December 2020,3,only for fans of the Nolan-style
3749,blarebaybee,https://www.imdb.com/review/rw6092895/?ref_=tt_urv,13 September 2020,6,One Step Too Far - in whichever direction you choose
3750,PizzaBizza,https://www.imdb.com/review/rw6095403/?ref_=tt_urv,14 September 2020,5,Optics
3751,tarpandas-97062,https://www.imdb.com/review/rw6446793/?ref_=tt_urv,5 January 2021,9,Those who didn't understand watch it twice to thrice times then only it will possible to understand
3752,NonSequiturL,https://www.imdb.com/review/rw6096028/?ref_=tt_urv,15 September 2020,8,"Put on your brain-bending pants, cause it's time for Tenet!"
3753,bitchmaster,https://www.imdb.com/review/rw7107908/?ref_=tt_urv,10 July 2021,1,Nonsense
3754,ncotorcea,https://www.imdb.com/review/rw6896439/?ref_=tt_urv,9 May 2021,8,A solid movie
3755,rich-kvasnica,https://www.imdb.com/review/rw6059372/?ref_=tt_urv,3 September 2020,9,"Your brain will hurt, but you will be happy about it"
3756,dangordon-59746,https://www.imdb.com/review/rw6896354/?ref_=tt_urv,9 May 2021,9,A time trip
3757,marc-99-624408,https://www.imdb.com/review/rw6029875/?ref_=tt_urv,26 August 2020,6,The movie distracts me by viewing it
3758,fanimator03,https://www.imdb.com/review/rw6904995/?ref_=tt_urv,12 May 2021,,Tenet review
3759,gunsmithjk,https://www.imdb.com/review/rw6619472/?ref_=tt_urv,21 February 2021,3,Needs subtitles!!!
3760,RaphaelNeo,https://www.imdb.com/review/rw7526916/?ref_=tt_urv,8 November 2021,8,Something different
3761,abdalrhmen-74700,https://www.imdb.com/review/rw6367795/?ref_=tt_urv,15 December 2020,10,Abdalrhmen
3762,ReelVillain,https://www.imdb.com/review/rw6054163/?ref_=tt_urv,1 September 2020,10,Hawking on Acid
3763,ubdb-85089,https://www.imdb.com/review/rw6321187/?ref_=tt_urv,29 November 2020,,My mind got fugged.
3764,ferdi_mushe,https://www.imdb.com/review/rw6406453/?ref_=tt_urv,26 December 2020,7,Well...
3765,cobbjoseph,https://www.imdb.com/review/rw7009936/?ref_=tt_urv,8 June 2021,9,Grandly entertaining.
3766,riffmaster7,https://www.imdb.com/review/rw6363634/?ref_=tt_urv,13 December 2020,7,"Wanted it to be great, was just ""good"""
3767,deanlk-1,https://www.imdb.com/review/rw6446136/?ref_=tt_urv,5 January 2021,3,Waste of time and money
3768,laughingbuddhaa,https://www.imdb.com/review/rw6338032/?ref_=tt_urv,5 December 2020,7,Good movie for sci-fi fans
3769,collettkenny,https://www.imdb.com/review/rw6682365/?ref_=tt_urv,11 March 2021,5,Wait what?
3770,achim-21,https://www.imdb.com/review/rw6032289/?ref_=tt_urv,27 August 2020,,Worst Nolan movie
3771,rlavoisier,https://www.imdb.com/review/rw6113235/?ref_=tt_urv,21 September 2020,9,Impressive spy-fy / action-thriller movie!
3772,sese19,https://www.imdb.com/review/rw6831858/?ref_=tt_urv,20 April 2021,8,Disappointment
3773,tag198,https://www.imdb.com/review/rw7107474/?ref_=tt_urv,9 July 2021,7,Great film marred by woke casting
3774,AbhinavAnnam,https://www.imdb.com/review/rw6349899/?ref_=tt_urv,9 December 2020,9,People cannot appreciate TENET on the 1st viewing.
3775,Nbutkov,https://www.imdb.com/review/rw6377133/?ref_=tt_urv,18 December 2020,2,Misguided story telling and terrible lead actor
3776,David-108-75739,https://www.imdb.com/review/rw6066607/?ref_=tt_urv,5 September 2020,8,"You might not understand it, but you'll enjoy it!"
3777,csseifmostafa,https://www.imdb.com/review/rw8098095/?ref_=tt_urv,28 April 2022,8,Did you watch Inception?! 😅
3778,colindebord,https://www.imdb.com/review/rw6053430/?ref_=tt_urv,1 September 2020,9,"TENET. So good and mind bending, youll have to see it twice."
3779,spectremanreborn,https://www.imdb.com/review/rw6344187/?ref_=tt_urv,7 December 2020,7,Like An Usual..... It's Confusing Me
3780,jasonrannells-79887,https://www.imdb.com/review/rw6535508/?ref_=tt_urv,28 January 2021,1,Do not waste your time on this trash
3781,viduthalai,https://www.imdb.com/review/rw6344068/?ref_=tt_urv,7 December 2020,9,Another mind blowing movie
3782,sjs-47081,https://www.imdb.com/review/rw6045797/?ref_=tt_urv,30 August 2020,7,If it wasn't directed by Christopher Nolan...
3783,lesprofoto,https://www.imdb.com/review/rw6468860/?ref_=tt_urv,12 January 2021,3,Audible issues again
3784,BabyJ88,https://www.imdb.com/review/rw7024123/?ref_=tt_urv,12 June 2021,6,Wanted more
3785,travola-35109,https://www.imdb.com/review/rw8441125/?ref_=tt_urv,13 August 2022,7,Nolans weakest film
3786,skam_platform,https://www.imdb.com/review/rw6062560/?ref_=tt_urv,4 September 2020,8,Good film
3787,kevinbaldin,https://www.imdb.com/review/rw6052071/?ref_=tt_urv,1 September 2020,9,Fantastic Movie
3788,armanvilleg,https://www.imdb.com/review/rw6609095/?ref_=tt_urv,18 February 2021,7,I should have NOT ate that brownie before watching this movie.
3789,crannydj,https://www.imdb.com/review/rw7491608/?ref_=tt_urv,29 October 2021,9,Watch with subtitles or else 🔫🔫🔫
3790,SimonsRants,https://www.imdb.com/review/rw6054139/?ref_=tt_urv,1 September 2020,7,Honest Review from a Fan
3791,solaceofshadows,https://www.imdb.com/review/rw6397026/?ref_=tt_urv,25 December 2020,10,See it for yourself.
3792,kenritawhittington,https://www.imdb.com/review/rw6063335/?ref_=tt_urv,5 September 2020,1,Worse movie our family has EVER seen
3793,benmanzu,https://www.imdb.com/review/rw6323700/?ref_=tt_urv,30 November 2020,10,Else anywhere movie of kind this find cannot you
3794,SenorLengua,https://www.imdb.com/review/rw6382590/?ref_=tt_urv,20 December 2020,7,"Inverted ranking of the ""time trilogy"""
3795,carlosenriqueamaro-247-439723,https://www.imdb.com/review/rw6083106/?ref_=tt_urv,11 September 2020,10,TENET?
3796,teteu_trivelar,https://www.imdb.com/review/rw6543898/?ref_=tt_urv,30 January 2021,10,Masterpiece (Another one..)
3797,sandromarangio,https://www.imdb.com/review/rw6028907/?ref_=tt_urv,26 August 2020,10,Nolan's new masterpiece
3798,datamodel,https://www.imdb.com/review/rw7983213/?ref_=tt_urv,18 March 2022,3,Jason Bourne...
3799,Parsa68,https://www.imdb.com/review/rw6054576/?ref_=tt_urv,2 September 2020,5,Overhyped
3800,euyesh,https://www.imdb.com/review/rw6679528/?ref_=tt_urv,10 March 2021,4,Designed to make you feel dumb
3801,baska_ct,https://www.imdb.com/review/rw6351544/?ref_=tt_urv,9 December 2020,9,Was OK
3802,djdeepaksaini,https://www.imdb.com/review/rw6339667/?ref_=tt_urv,5 December 2020,10,"Amazing movie, Nolan masterpiece !!"
3803,changoronaldo,https://www.imdb.com/review/rw6851806/?ref_=tt_urv,26 April 2021,10,One of the best films ever made
3804,lindsay-67,https://www.imdb.com/review/rw6437533/?ref_=tt_urv,3 January 2021,10,simply.... The Masterpiece of Masterpieces
3805,andrewtparker-48263,https://www.imdb.com/review/rw6331812/?ref_=tt_urv,3 December 2020,4,"Over-rated - Hard to hear, hard to follow, hard to enjoy"
3806,ijlewis-393-311730,https://www.imdb.com/review/rw6761869/?ref_=tt_urv,30 March 2021,3,"I really wanted to like this film. There are some great actors whose work I really admire, but the bad points are so bad it just spoiled the film for me."
3807,putsamonyourlist,https://www.imdb.com/review/rw6019183/?ref_=tt_urv,23 August 2020,6,What is going on here?
3808,matteo-civaschi,https://www.imdb.com/review/rw6075383/?ref_=tt_urv,8 September 2020,1,"No sense, embarrassing"
3809,cslicerwatkinson,https://www.imdb.com/review/rw6036579/?ref_=tt_urv,28 August 2020,8,I love Michael Bay
3810,bobbo999,https://www.imdb.com/review/rw6955400/?ref_=tt_urv,23 May 2021,5,A weird contrivance weighs this down!!
3811,azizilloyoqubjonov,https://www.imdb.com/review/rw6358141/?ref_=tt_urv,12 December 2020,10,Christopher Nolan - What a Genius!
3812,vinaykumar20,https://www.imdb.com/review/rw6965986/?ref_=tt_urv,25 May 2021,10,Needs more attention
3813,khokanbaidya,https://www.imdb.com/review/rw6530370/?ref_=tt_urv,26 January 2021,10,The Film is a Failure.
3814,shawshank22-567-629684,https://www.imdb.com/review/rw6428111/?ref_=tt_urv,31 December 2020,6,Nolan Spoofs Himself
3815,AlFoster33,https://www.imdb.com/review/rw6750452/?ref_=tt_urv,27 March 2021,9,"We live in a twilight world, and there's no friends at dust."
3816,seryil-54233,https://www.imdb.com/review/rw6768300/?ref_=tt_urv,1 April 2021,2,Waste of time Absurd and boring;dialogues are disaster!
3817,dmikov,https://www.imdb.com/review/rw6339403/?ref_=tt_urv,5 December 2020,9,Never before that mix of action and cerebral plot have been executed so well.
3818,cooknbuttler,https://www.imdb.com/review/rw6454387/?ref_=tt_urv,8 January 2021,2,Waste of money
3819,astext,https://www.imdb.com/review/rw6413736/?ref_=tt_urv,28 December 2020,10,"Quite frankly, I enjoyed this immensely"
3820,atmendelski,https://www.imdb.com/review/rw6033789/?ref_=tt_urv,28 August 2020,9,Enroll on a mind bending adventure
3821,michael127-1,https://www.imdb.com/review/rw6037032/?ref_=tt_urv,28 August 2020,1,Poor audio
3822,champbailey,https://www.imdb.com/review/rw6076539/?ref_=tt_urv,8 September 2020,4,Just okay
3823,gauravsharmam,https://www.imdb.com/review/rw6376705/?ref_=tt_urv,18 December 2020,8,Not his best but still it's a Nolan film.
3824,marktatterfield,https://www.imdb.com/review/rw6515760/?ref_=tt_urv,23 January 2021,10,The future is not ours to see
3825,amateurazantys,https://www.imdb.com/review/rw6338192/?ref_=tt_urv,5 December 2020,9,It makes me feeling stupid af
3826,adamlsherwin,https://www.imdb.com/review/rw6623077/?ref_=tt_urv,21 February 2021,7,"Great ideas, bad sound mixing, convoluted story"
3827,budshartley,https://www.imdb.com/review/rw7132721/?ref_=tt_urv,17 July 2021,1,If brain cancer was a movie
3828,snakeman55,https://www.imdb.com/review/rw6323027/?ref_=tt_urv,30 November 2020,1,Disjointed and unpleasant.
3829,ifsadks,https://www.imdb.com/review/rw6338466/?ref_=tt_urv,5 December 2020,9,Don't listen to the lazy and (preferably not) dumb one's
3830,bhoomijoshi,https://www.imdb.com/review/rw6365582/?ref_=tt_urv,14 December 2020,5,Why why
3831,jakens-40321,https://www.imdb.com/review/rw7734809/?ref_=tt_urv,8 January 2022,8,Did You Hear What He Said??
3832,ronmikhail_p,https://www.imdb.com/review/rw7149007/?ref_=tt_urv,22 July 2021,2,I did not enjoy it
3833,Tazirialomrani,https://www.imdb.com/review/rw6643063/?ref_=tt_urv,27 February 2021,1,Horrible
3834,tygertygerburningbright,https://www.imdb.com/review/rw6328295/?ref_=tt_urv,1 December 2020,6,Not bad but not good enough for a Nolan film
3835,TruthPhoenix,https://www.imdb.com/review/rw6055399/?ref_=tt_urv,2 September 2020,9,Great film!
3836,ParisNorriss,https://www.imdb.com/review/rw6029267/?ref_=tt_urv,26 August 2020,2,Thoroughly aweful
3837,eddieyellin-31039,https://www.imdb.com/review/rw6386819/?ref_=tt_urv,21 December 2020,6,a broken heart.
3838,reddyashwas,https://www.imdb.com/review/rw6049486/?ref_=tt_urv,31 August 2020,10,Different movie ever seen
3839,sdigvijay-49403,https://www.imdb.com/review/rw6351049/?ref_=tt_urv,9 December 2020,9,OMG I love the way Nolan plays with time
3840,vkikherii,https://www.imdb.com/review/rw7023112/?ref_=tt_urv,12 June 2021,5,I have an IQ of 153 yet I felt dumb watching this movie....
3841,kiiree-35628,https://www.imdb.com/review/rw6074176/?ref_=tt_urv,8 September 2020,3,Aren't they live in a LOOPED world?
3842,jmuscolino,https://www.imdb.com/review/rw7316184/?ref_=tt_urv,7 September 2021,5,Confusingly Satisfying
3843,jonas-vets,https://www.imdb.com/review/rw6217971/?ref_=tt_urv,30 October 2020,1,Terrible movie! Boring throughout the most part
3844,zydonk,https://www.imdb.com/review/rw6343665/?ref_=tt_urv,6 December 2020,7,Just another caper?
3845,brankotopic,https://www.imdb.com/review/rw6058379/?ref_=tt_urv,3 September 2020,1,Bad
3846,collinsjamesjc,https://www.imdb.com/review/rw6904166/?ref_=tt_urv,11 May 2021,8,Mind bending
3847,cornelia123,https://www.imdb.com/review/rw6029400/?ref_=tt_urv,26 August 2020,3,A film full of 'puzzles' does not necessary make it interesting
3848,paulscott-18340,https://www.imdb.com/review/rw7746109/?ref_=tt_urv,11 January 2022,4,Read a book instead
3849,mTopoMax_deleted,https://www.imdb.com/review/rw6572322/?ref_=tt_urv,7 February 2021,7,Better Than Iterstellar...but not by much
3850,mohammedkhallaf-98972,https://www.imdb.com/review/rw6221516/?ref_=tt_urv,31 October 2020,1,"They wanted to save shooting hours, so they threw up at your face"
3851,nuwandias-64427,https://www.imdb.com/review/rw6362382/?ref_=tt_urv,13 December 2020,2,WDH (What The hell)
3852,thedanny-10831,https://www.imdb.com/review/rw6694803/?ref_=tt_urv,14 March 2021,8,"An intriguing mind travel which pushes you to watch it again and again, in order to investigate on small details we didn't notice"
3853,jessibi-91956,https://www.imdb.com/review/rw6894525/?ref_=tt_urv,8 May 2021,7,Tenet
3854,anoukvtvdk,https://www.imdb.com/review/rw6067348/?ref_=tt_urv,6 September 2020,4,Terrible
3855,jonnyfloyd,https://www.imdb.com/review/rw6043430/?ref_=tt_urv,30 August 2020,10,Inception what?
3856,wfoux,https://www.imdb.com/review/rw6400834/?ref_=tt_urv,26 December 2020,8,"Lead actor cannot act, but still a great movie!"
3857,devonproppe,https://www.imdb.com/review/rw6937174/?ref_=tt_urv,18 May 2021,3,Audio ruined this movie
3858,naseer97,https://www.imdb.com/review/rw6363023/?ref_=tt_urv,13 December 2020,1,Over Complicated. Lack of a proper plot where you care about any character.
3859,Karynsiegmann,https://www.imdb.com/review/rw6278252/?ref_=tt_urv,16 November 2020,8,Loved it
3860,giallopudding,https://www.imdb.com/review/rw6076438/?ref_=tt_urv,8 September 2020,5,Pummeled by A Paradox
3861,orialon24,https://www.imdb.com/review/rw6389639/?ref_=tt_urv,22 December 2020,9,ANOTHER ONE👑
3862,prateekslodhi-40646,https://www.imdb.com/review/rw6336576/?ref_=tt_urv,4 December 2020,3,not worth the time
3863,glennmeerten06,https://www.imdb.com/review/rw7300537/?ref_=tt_urv,2 September 2021,8,"Nolan strikes gold, but has a kink in his armor"
3864,mountshiroi,https://www.imdb.com/review/rw6639029/?ref_=tt_urv,26 February 2021,5,Meh ...
3865,haris72,https://www.imdb.com/review/rw6342873/?ref_=tt_urv,6 December 2020,1,Waste of time.
3866,tayloroverstreeta,https://www.imdb.com/review/rw6608529/?ref_=tt_urv,18 February 2021,9,I dont know what happened but I heard it's great
3867,murselaminmaithem,https://www.imdb.com/review/rw6350054/?ref_=tt_urv,9 December 2020,7,Need to be sciency!!
3868,twcc,https://www.imdb.com/review/rw6047449/?ref_=tt_urv,30 August 2020,10,A rollercoaster of a ride.
3869,memo-63450,https://www.imdb.com/review/rw6043126/?ref_=tt_urv,29 August 2020,8,Do some homework before watching it
3870,metaswirl,https://www.imdb.com/review/rw6040198/?ref_=tt_urv,29 August 2020,6,"Deep on the surface, shallow at its core"
3871,RyanFrailicks,https://www.imdb.com/review/rw6054700/?ref_=tt_urv,2 September 2020,8,Great all around except....
3872,jollerthomsen,https://www.imdb.com/review/rw6052312/?ref_=tt_urv,1 September 2020,10,A story best told on film
3873,ghayyasic,https://www.imdb.com/review/rw6408644/?ref_=tt_urv,27 December 2020,8,"Confusion, Confusion and Confusion"
3874,matris1,https://www.imdb.com/review/rw6670865/?ref_=tt_urv,7 March 2021,7,An entertaining and original film hampered by lacklustre sound mixing and zero charisma
3875,estocade,https://www.imdb.com/review/rw6088851/?ref_=tt_urv,12 September 2020,7,Inception meets Primer. Christopher Nolan goes full Shane Carruth.
3876,eilseNfx,https://www.imdb.com/review/rw6351338/?ref_=tt_urv,9 December 2020,9,A Quality from Christopher Nolan
3877,nfcg,https://www.imdb.com/review/rw6445687/?ref_=tt_urv,5 January 2021,10,"Loved it first watch, no spoilers."
3878,tobepps,https://www.imdb.com/review/rw6465141/?ref_=tt_urv,11 January 2021,2,Worst Nolan's Movie
3879,AliH1992,https://www.imdb.com/review/rw7262448/?ref_=tt_urv,23 August 2021,8,Second viewing needed
3880,ramiz_hasan,https://www.imdb.com/review/rw6054298/?ref_=tt_urv,2 September 2020,9,Aesthetically Pleasing!
3881,lidiafrumoasa,https://www.imdb.com/review/rw6570824/?ref_=tt_urv,6 February 2021,3,So much noise for nothoing
3882,ajwatkins-695-92473,https://www.imdb.com/review/rw7031938/?ref_=tt_urv,15 June 2021,1,Does Your Head Hurt Yet?
3883,diogolaforga,https://www.imdb.com/review/rw6374867/?ref_=tt_urv,18 December 2020,7,Overly complex but extremely creative
3884,mentallyentropicphilosopher,https://www.imdb.com/review/rw6055269/?ref_=tt_urv,2 September 2020,10,A Timeless Modern Classic
3885,jpelletero,https://www.imdb.com/review/rw6925928/?ref_=tt_urv,16 May 2021,7,"Good at first watch, just don't over think it"
3886,shanewhite-16705,https://www.imdb.com/review/rw7046598/?ref_=tt_urv,20 June 2021,6,JD Washington wrong casting
3887,alexgataric,https://www.imdb.com/review/rw6374323/?ref_=tt_urv,17 December 2020,7,"Good action movie, hard to follow"
3888,musicbypelo,https://www.imdb.com/review/rw6603816/?ref_=tt_urv,16 February 2021,2,"Bad script, bad acting, overproduced Z class movie"
